               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 164,            0.051446,            0.071786,            0.018569,             0.88613,             0.87574,             0.91927,             0.52505,            0.035582,            0.069293,            0.014809,           0.0073105,           0.0073105,           0.0073105
                 165,             0.05006,            0.072434,             0.01932,             0.89198,             0.85654,             0.90542,             0.50996,            0.037303,            0.071883,            0.015726,            0.007294,            0.007294,            0.007294
                 166,            0.051361,            0.073011,            0.018339,             0.89046,             0.85061,              0.9026,              0.5318,            0.040267,            0.070618,            0.016273,           0.0072775,           0.0072775,           0.0072775
                 167,            0.050725,            0.071372,            0.018727,             0.89969,             0.87761,              0.9127,             0.49886,            0.040698,            0.071626,            0.015109,            0.007261,            0.007261,            0.007261
                 168,            0.050559,            0.071888,            0.018209,             0.90116,              0.8865,             0.92035,             0.54445,             0.04063,            0.069153,             0.01479,           0.0072445,           0.0072445,           0.0072445
                 169,            0.049218,            0.069712,            0.018209,             0.90275,             0.88163,             0.91675,             0.53065,            0.038186,            0.070966,            0.013842,            0.007228,            0.007228,            0.007228
                 170,            0.051809,            0.072983,            0.017976,             0.89706,             0.88302,             0.91785,             0.51321,            0.037456,            0.071325,            0.014334,           0.0072115,           0.0072115,           0.0072115
                 171,            0.051689,            0.074751,            0.017311,              0.9049,             0.86637,             0.91131,             0.50684,            0.038899,            0.072383,            0.016862,            0.007195,            0.007195,            0.007195
                 172,            0.051035,            0.070161,            0.017201,             0.90213,             0.87093,             0.91125,             0.52025,            0.039807,            0.071387,            0.016329,           0.0071785,           0.0071785,           0.0071785
                 173,            0.050263,            0.072194,            0.017872,             0.90503,             0.86395,             0.90976,             0.50856,             0.03715,            0.071534,            0.015687,            0.007162,            0.007162,            0.007162
                 174,            0.052036,            0.070389,            0.017714,             0.89581,             0.87761,             0.91569,             0.47413,            0.037895,            0.073463,            0.014784,           0.0071455,           0.0071455,           0.0071455
                 175,            0.049011,            0.069411,            0.017631,             0.91068,             0.85485,             0.90445,             0.50952,            0.036067,            0.072572,            0.015586,            0.007129,            0.007129,            0.007129
                 176,            0.050989,            0.073219,            0.017205,             0.89913,             0.85667,             0.89815,             0.50777,            0.035808,            0.073598,            0.017557,           0.0071125,           0.0071125,           0.0071125
                 177,             0.04966,            0.070051,            0.016908,               0.892,             0.87663,             0.91119,             0.51668,            0.037517,            0.072001,            0.015907,            0.007096,            0.007096,            0.007096
                 178,            0.050213,            0.068819,             0.01794,             0.90393,             0.87697,             0.91566,             0.52612,            0.039419,            0.069896,            0.015004,           0.0070795,           0.0070795,           0.0070795
                 179,            0.048697,            0.067846,            0.016778,             0.89436,             0.87413,             0.91348,             0.52648,             0.03764,            0.069555,            0.014738,            0.007063,            0.007063,            0.007063
                 180,            0.048662,             0.07131,            0.017011,             0.90533,             0.86358,             0.91426,             0.52137,            0.038323,            0.073083,            0.015713,           0.0070465,           0.0070465,           0.0070465
                 181,            0.050664,            0.071771,            0.017923,             0.88949,             0.86171,              0.9053,             0.50501,            0.038078,            0.074601,            0.017049,             0.00703,             0.00703,             0.00703
                 182,            0.049765,            0.071058,             0.01747,             0.88462,             0.87689,              0.9075,             0.51015,            0.038802,            0.075486,            0.017228,           0.0070135,           0.0070135,           0.0070135
                 183,             0.04872,            0.070271,            0.017135,             0.89475,             0.87171,             0.90916,             0.46909,            0.042534,            0.074444,            0.017478,            0.006997,            0.006997,            0.006997
                 184,            0.052439,            0.075204,            0.017447,             0.89195,             0.86406,             0.90618,             0.44761,            0.043802,            0.076275,            0.019412,           0.0069805,           0.0069805,           0.0069805
                 185,            0.049466,             0.07069,            0.017384,             0.90286,             0.86949,             0.91011,             0.50628,            0.042957,            0.074084,             0.01901,            0.006964,            0.006964,            0.006964
                 186,            0.049746,            0.070964,            0.016643,             0.91376,             0.85366,             0.90753,             0.45251,            0.045054,            0.076181,            0.017073,           0.0069475,           0.0069475,           0.0069475
                 187,            0.050066,            0.071891,            0.016508,              0.9108,             0.85198,              0.9149,               0.508,            0.038651,            0.072385,            0.014198,            0.006931,            0.006931,            0.006931
                 188,            0.049328,            0.068888,            0.016758,             0.91117,             0.85807,             0.90964,             0.53413,            0.038064,            0.070137,            0.015417,           0.0069145,           0.0069145,           0.0069145
                 189,            0.050966,            0.070755,            0.016937,             0.90356,             0.86574,             0.90891,             0.53076,            0.036414,             0.07085,            0.015333,            0.006898,            0.006898,            0.006898
                 190,            0.049991,            0.071422,            0.017154,             0.89765,             0.86777,             0.90869,             0.52856,            0.038049,            0.072339,            0.013554,           0.0068815,           0.0068815,           0.0068815
                 191,            0.049207,            0.069839,            0.017067,             0.90589,             0.84782,             0.90277,             0.52892,            0.038378,            0.074631,            0.014164,            0.006865,            0.006865,            0.006865
                 192,            0.049368,            0.071173,            0.016483,             0.90823,             0.84416,             0.90297,             0.50937,            0.038028,            0.075056,            0.015956,           0.0068485,           0.0068485,           0.0068485
                 193,            0.048941,            0.071253,            0.015919,             0.88898,             0.87206,             0.91077,             0.48671,            0.036744,            0.072874,            0.016555,            0.006832,            0.006832,            0.006832
                 194,            0.049415,            0.067378,            0.015817,              0.9036,             0.87703,              0.9165,             0.50313,            0.036615,             0.07229,            0.016837,           0.0068155,           0.0068155,           0.0068155
                 195,            0.047605,            0.067672,             0.01592,              0.8991,             0.88433,             0.91495,             0.52325,            0.037326,            0.070556,            0.018827,            0.006799,            0.006799,            0.006799
                 196,            0.047639,            0.070458,            0.016503,             0.90731,             0.86672,             0.91071,             0.51749,            0.037471,            0.072834,            0.018206,           0.0067825,           0.0067825,           0.0067825
                 197,             0.04759,            0.068884,            0.015809,             0.90981,             0.86658,             0.90783,             0.53689,            0.038864,            0.070791,            0.017289,            0.006766,            0.006766,            0.006766
                 198,            0.049704,            0.071372,            0.016703,              0.9028,             0.86452,             0.90768,             0.53578,            0.039663,              0.0719,            0.016082,           0.0067495,           0.0067495,           0.0067495
                 199,            0.049935,            0.070413,            0.017254,             0.90005,             0.85622,             0.89827,             0.54161,            0.043377,            0.073738,             0.01955,            0.006733,            0.006733,            0.006733
                 200,             0.05129,            0.069522,            0.016407,             0.89347,             0.87226,             0.90997,             0.54355,            0.039689,            0.070644,            0.016609,           0.0067165,           0.0067165,           0.0067165
                 201,             0.04817,            0.069645,            0.016943,             0.90564,             0.87706,             0.91894,             0.54562,            0.041455,             0.06982,            0.016468,              0.0067,              0.0067,              0.0067
                 202,             0.05048,            0.068941,            0.016569,             0.91276,             0.87838,             0.92011,             0.54964,            0.043488,             0.06971,            0.017686,           0.0066835,           0.0066835,           0.0066835
                 203,            0.050928,            0.069208,            0.017098,             0.90955,             0.88641,             0.91412,             0.53714,             0.04303,            0.070071,            0.016977,            0.006667,            0.006667,            0.006667
                 204,            0.049713,            0.071939,            0.017436,             0.91851,             0.87018,             0.91527,              0.5283,            0.042936,            0.071938,            0.017344,           0.0066505,           0.0066505,           0.0066505
                 205,            0.048015,             0.06882,            0.016277,             0.89065,              0.8691,             0.91115,             0.51889,            0.042124,            0.072797,            0.018464,            0.006634,            0.006634,            0.006634
                 206,            0.051526,            0.072683,            0.017374,             0.89502,              0.8685,             0.91336,              0.5304,            0.038719,            0.070872,            0.017256,           0.0066175,           0.0066175,           0.0066175
                 207,            0.048426,            0.072076,             0.01613,              0.9087,             0.85793,              0.9167,             0.52039,            0.041394,            0.071652,            0.015337,            0.006601,            0.006601,            0.006601
                 208,            0.047932,            0.069792,            0.016483,             0.88691,             0.88899,             0.91867,             0.53097,            0.041175,            0.070954,            0.015003,           0.0065845,           0.0065845,           0.0065845
                 209,            0.047635,            0.066975,            0.016392,             0.91152,             0.86834,             0.91545,             0.53499,            0.041895,            0.070845,            0.016001,            0.006568,            0.006568,            0.006568
                 210,            0.050037,             0.07031,            0.016616,             0.90676,             0.88536,             0.92039,             0.50891,            0.043081,            0.070895,            0.015859,           0.0065515,           0.0065515,           0.0065515
                 211,            0.049758,            0.069367,            0.017565,             0.91032,             0.87808,             0.92005,             0.51991,            0.044358,            0.071794,            0.019414,            0.006535,            0.006535,            0.006535
                 212,            0.047689,            0.067842,            0.015975,             0.90767,             0.87358,             0.90535,              0.5469,            0.044496,            0.070457,            0.020659,           0.0065185,           0.0065185,           0.0065185
                 213,            0.049067,            0.070622,             0.01588,             0.91031,              0.8808,             0.91274,             0.52939,            0.043644,            0.071324,            0.020514,            0.006502,            0.006502,            0.006502
                 214,            0.049433,            0.068423,             0.01577,             0.89443,             0.88022,             0.91014,              0.4994,            0.045301,            0.073522,            0.020413,           0.0064855,           0.0064855,           0.0064855
                 215,             0.04752,            0.067797,            0.015847,             0.90395,             0.87556,             0.90991,              0.5194,            0.045004,            0.075513,            0.021295,            0.006469,            0.006469,            0.006469
                 216,             0.05025,             0.07195,            0.016037,             0.89271,             0.88607,              0.9123,             0.50406,            0.045005,            0.074238,            0.019943,           0.0064525,           0.0064525,           0.0064525
                 217,            0.048035,            0.069321,            0.016136,             0.90809,             0.86967,             0.91001,             0.53664,            0.042584,            0.071889,            0.019052,            0.006436,            0.006436,            0.006436
                 218,            0.049451,            0.069838,            0.016352,             0.90112,             0.87157,             0.91565,             0.55981,            0.040727,            0.068922,            0.017905,           0.0064195,           0.0064195,           0.0064195
                 219,            0.048945,            0.070933,            0.016222,             0.90208,             0.86362,             0.91373,             0.54559,             0.04194,            0.070343,            0.019404,            0.006403,            0.006403,            0.006403
                 220,            0.047641,            0.069834,            0.015798,              0.8979,             0.87028,             0.90957,             0.53387,            0.043155,            0.070991,             0.01875,           0.0063865,           0.0063865,           0.0063865
                 221,            0.047854,            0.068658,            0.015119,             0.88481,             0.87821,             0.90619,             0.52546,            0.044767,             0.07249,             0.02004,             0.00637,             0.00637,             0.00637
                 222,            0.048971,            0.070438,            0.015627,             0.89592,             0.87397,              0.9038,             0.49973,            0.044071,            0.074123,            0.019819,           0.0063535,           0.0063535,           0.0063535
                 223,            0.048088,            0.067734,            0.015582,             0.90804,             0.87711,             0.91835,             0.52367,            0.044677,             0.07342,            0.019829,            0.006337,            0.006337,            0.006337
                 224,            0.047581,            0.068413,            0.015813,              0.9038,             0.88313,             0.91655,             0.51451,            0.044921,            0.073998,            0.019686,           0.0063205,           0.0063205,           0.0063205
                 225,            0.045592,            0.070027,            0.015163,             0.89942,             0.87264,             0.90736,             0.54287,            0.042802,            0.071463,            0.018855,            0.006304,            0.006304,            0.006304
                 226,            0.048035,            0.067384,            0.014466,             0.89453,             0.87385,             0.90199,             0.51584,            0.043381,            0.072834,            0.016366,           0.0062875,           0.0062875,           0.0062875
                 227,            0.048624,            0.067738,            0.015019,             0.89309,             0.86955,             0.90376,             0.53654,            0.043708,            0.070972,             0.01775,            0.006271,            0.006271,            0.006271
                 228,            0.048305,            0.069383,             0.01623,             0.91202,             0.86161,             0.91121,             0.50837,            0.046074,            0.073065,            0.017875,           0.0062545,           0.0062545,           0.0062545
                 229,            0.047286,            0.068963,            0.015736,             0.90026,              0.8798,             0.91234,             0.52018,            0.043443,            0.072814,            0.018898,            0.006238,            0.006238,            0.006238
                 230,            0.047947,            0.070665,            0.014903,             0.89878,             0.88026,             0.91304,             0.52924,            0.043704,            0.071633,            0.019535,           0.0062215,           0.0062215,           0.0062215
                 231,            0.047686,            0.067106,            0.015386,             0.90493,              0.8677,             0.90448,             0.49727,            0.042293,            0.074366,            0.018522,            0.006205,            0.006205,            0.006205
                 232,            0.046532,             0.06598,            0.015184,             0.89861,             0.86777,             0.89787,             0.50453,            0.045028,              0.0737,            0.019915,           0.0061885,           0.0061885,           0.0061885
                 233,            0.048095,            0.067047,            0.015929,             0.90599,             0.86325,             0.90394,             0.51227,            0.045174,            0.074823,            0.021772,            0.006172,            0.006172,            0.006172
                 234,            0.047959,            0.068458,            0.015508,             0.91715,             0.85864,             0.90452,             0.52428,            0.046298,            0.072949,            0.022959,           0.0061555,           0.0061555,           0.0061555
                 235,            0.046465,            0.067184,            0.014882,             0.91316,             0.87621,             0.91087,             0.52136,            0.047369,            0.071685,            0.020582,            0.006139,            0.006139,            0.006139
                 236,            0.047578,            0.067723,            0.014748,             0.91906,             0.87241,             0.91279,             0.52026,            0.046803,            0.071324,            0.018304,           0.0061225,           0.0061225,           0.0061225
                 237,            0.048743,            0.068522,            0.016357,             0.90184,             0.88164,             0.91233,             0.51731,              0.0458,            0.071033,             0.01786,            0.006106,            0.006106,            0.006106
                 238,            0.047895,            0.069313,            0.016273,             0.90895,             0.87484,             0.91469,             0.53727,             0.04489,            0.070153,            0.019102,           0.0060895,           0.0060895,           0.0060895
                 239,            0.048337,            0.068848,            0.016235,             0.90055,             0.88006,             0.91595,             0.55568,            0.043433,            0.069569,            0.018164,            0.006073,            0.006073,            0.006073
                 240,             0.04818,            0.067912,             0.01545,              0.8984,             0.87891,             0.91573,             0.55286,             0.04384,            0.070293,            0.017609,           0.0060565,           0.0060565,           0.0060565
                 241,            0.047728,            0.069604,            0.014577,             0.91141,             0.86512,             0.91567,               0.531,             0.04452,            0.072005,            0.015177,             0.00604,             0.00604,             0.00604
                 242,            0.048744,             0.06942,            0.015671,             0.89813,             0.88501,              0.9132,             0.50201,            0.045345,            0.073913,            0.015713,           0.0060235,           0.0060235,           0.0060235
                 243,            0.048251,            0.065778,            0.016118,             0.90862,             0.88446,             0.91705,             0.54595,            0.045253,            0.071703,            0.017171,            0.006007,            0.006007,            0.006007
                 244,            0.047431,            0.066523,            0.014791,             0.89958,             0.89484,             0.91662,             0.53182,            0.045539,            0.071988,              0.0168,           0.0059905,           0.0059905,           0.0059905
                 245,            0.046158,            0.066015,            0.015161,             0.88952,             0.89085,             0.91991,             0.54229,            0.044193,            0.071526,            0.017192,            0.005974,            0.005974,            0.005974
                 246,            0.047823,            0.068552,            0.014883,              0.9102,             0.87849,             0.91899,             0.51842,            0.041278,            0.073722,            0.014164,           0.0059575,           0.0059575,           0.0059575
                 247,            0.045687,            0.065951,            0.014634,             0.90395,             0.87342,             0.91439,             0.54834,            0.037162,            0.071095,             0.01444,            0.005941,            0.005941,            0.005941
                 248,             0.04673,            0.068619,            0.015166,             0.90224,             0.88741,             0.91844,             0.53752,            0.040913,            0.071075,            0.016682,           0.0059245,           0.0059245,           0.0059245
                 249,            0.045165,            0.064691,            0.014345,             0.90448,             0.88338,             0.91711,             0.52388,            0.040168,            0.072852,            0.016482,            0.005908,            0.005908,            0.005908
                 250,             0.04703,            0.066631,            0.014348,              0.9144,             0.88315,             0.91906,              0.5214,            0.037236,            0.072543,            0.016408,           0.0058915,           0.0058915,           0.0058915
                 251,            0.047842,            0.065374,            0.014579,             0.91417,             0.88342,              0.9217,             0.52818,            0.036555,            0.072898,            0.016368,            0.005875,            0.005875,            0.005875
                 252,            0.048574,            0.069663,            0.014808,             0.91295,             0.88343,             0.91992,             0.52525,            0.036977,            0.071207,            0.015689,           0.0058585,           0.0058585,           0.0058585
                 253,            0.046795,            0.067308,            0.015564,             0.90223,             0.90366,             0.91931,             0.52821,            0.038214,            0.071153,            0.016209,            0.005842,            0.005842,            0.005842
                 254,            0.044291,            0.065133,            0.013361,             0.88864,             0.89979,              0.9221,             0.50612,            0.038414,            0.074354,            0.016568,           0.0058255,           0.0058255,           0.0058255
                 255,             0.04533,            0.064336,            0.014275,             0.90256,             0.88155,             0.91848,             0.49685,            0.039228,            0.074384,            0.018712,            0.005809,            0.005809,            0.005809
                 256,            0.047747,            0.067945,            0.014512,              0.8953,             0.89924,             0.92246,             0.48539,            0.041581,            0.075023,            0.018698,           0.0057925,           0.0057925,           0.0057925
                 257,            0.046457,            0.066929,            0.013898,             0.89916,             0.90008,             0.92223,             0.50538,            0.041826,            0.072775,            0.015455,            0.005776,            0.005776,            0.005776
                 258,            0.047338,            0.068967,            0.014105,              0.9036,             0.90086,             0.92107,              0.5213,            0.040675,            0.072132,            0.014308,           0.0057595,           0.0057595,           0.0057595
                 259,            0.044451,            0.065425,             0.01367,             0.91514,             0.88674,             0.92184,             0.50542,            0.042963,            0.072614,            0.013963,            0.005743,            0.005743,            0.005743
                 260,            0.046545,            0.068778,             0.01406,             0.92633,             0.86236,             0.91575,             0.54244,            0.044066,            0.071159,            0.017014,           0.0057265,           0.0057265,           0.0057265
                 261,             0.04544,            0.064682,            0.013675,             0.91023,             0.87155,             0.91078,             0.54745,            0.044796,            0.072586,            0.019041,             0.00571,             0.00571,             0.00571
                 262,            0.046948,            0.068252,            0.013766,             0.90317,             0.88363,             0.91477,             0.51746,             0.04597,            0.073801,            0.018187,           0.0056935,           0.0056935,           0.0056935
                 263,            0.046429,            0.064207,            0.014005,             0.90769,              0.8771,             0.91122,              0.5294,            0.046084,            0.072418,            0.020433,            0.005677,            0.005677,            0.005677
                 264,            0.046197,            0.066745,            0.013973,              0.9003,             0.88129,              0.9134,             0.50077,             0.04778,            0.074667,            0.020979,           0.0056605,           0.0056605,           0.0056605
                 265,            0.045439,            0.064394,            0.013664,             0.89505,             0.88817,             0.91925,             0.54234,            0.046649,            0.071488,            0.020591,            0.005644,            0.005644,            0.005644
                 266,             0.04649,            0.065942,            0.014794,             0.92376,             0.86321,             0.92295,             0.55679,            0.046986,             0.07128,            0.019613,           0.0056275,           0.0056275,           0.0056275
                 267,            0.047334,            0.067199,            0.014436,              0.9163,             0.88416,              0.9271,             0.54595,            0.046336,             0.07152,            0.016699,            0.005611,            0.005611,            0.005611
                 268,            0.046767,             0.06934,            0.014067,             0.91401,             0.88861,             0.92257,             0.53363,             0.04424,            0.072464,             0.01596,           0.0055945,           0.0055945,           0.0055945
                 269,             0.04595,             0.06788,            0.013959,             0.91191,             0.88787,              0.9219,             0.54143,            0.043409,             0.07246,            0.016926,            0.005578,            0.005578,            0.005578
                 270,            0.045775,            0.066096,            0.013164,             0.91738,             0.88515,             0.92398,             0.55049,             0.04369,            0.071133,            0.017108,           0.0055615,           0.0055615,           0.0055615
                 271,            0.046394,             0.06837,            0.014291,             0.91457,             0.89505,             0.92745,             0.53488,            0.044724,            0.073392,            0.016476,            0.005545,            0.005545,            0.005545
                 272,            0.046366,            0.066768,            0.014671,             0.90815,             0.89448,             0.92371,             0.52383,            0.044051,            0.073565,            0.013861,           0.0055285,           0.0055285,           0.0055285
                 273,             0.04662,             0.06353,            0.014444,             0.90032,             0.90405,             0.92323,             0.52448,            0.042866,            0.072916,            0.013233,            0.005512,            0.005512,            0.005512
                 274,            0.045838,            0.064749,            0.013908,             0.89649,             0.90111,             0.92473,             0.56255,             0.04194,             0.06927,             0.01392,           0.0054955,           0.0054955,           0.0054955
                 275,            0.045498,            0.066005,            0.014318,             0.90714,             0.89548,             0.92634,             0.54595,            0.042494,            0.069762,            0.014831,            0.005479,            0.005479,            0.005479
                 276,            0.044863,            0.065849,            0.013949,             0.90899,             0.88322,             0.92408,             0.53406,            0.043484,            0.072025,            0.015624,           0.0054625,           0.0054625,           0.0054625
                 277,            0.045894,            0.067301,            0.014109,             0.90612,             0.88638,             0.92634,              0.5282,            0.044111,            0.073842,            0.016018,            0.005446,            0.005446,            0.005446
                 278,            0.047849,            0.065421,            0.014772,             0.90685,             0.88781,              0.9223,             0.53161,            0.045116,             0.07454,            0.017259,           0.0054295,           0.0054295,           0.0054295
                 279,            0.047017,            0.065543,            0.014157,             0.89932,             0.88892,              0.9238,             0.53356,             0.04379,            0.073743,             0.01644,            0.005413,            0.005413,            0.005413
                 280,            0.046574,             0.06674,            0.013865,             0.88946,             0.91473,             0.93331,             0.52688,            0.042995,            0.073471,            0.015013,           0.0053965,           0.0053965,           0.0053965
                 281,             0.04641,            0.063663,            0.014223,             0.91668,             0.88742,             0.92638,             0.54424,            0.041355,            0.073083,            0.016026,             0.00538,             0.00538,             0.00538
                 282,            0.046551,            0.065281,            0.014193,             0.89531,              0.8924,              0.9176,             0.51877,            0.041409,            0.076588,            0.015945,           0.0053635,           0.0053635,           0.0053635
                 283,            0.045379,            0.065756,            0.013699,             0.88579,             0.88294,             0.90926,             0.49492,            0.040851,            0.079269,            0.015982,            0.005347,            0.005347,            0.005347
                 284,            0.043735,            0.068401,            0.012955,             0.88656,             0.88552,             0.91296,             0.50813,            0.040321,            0.075657,            0.013966,           0.0053305,           0.0053305,           0.0053305
                 285,            0.048382,            0.068002,            0.014453,             0.90219,             0.88253,             0.92005,             0.54631,            0.044122,             0.07285,            0.017216,            0.005314,            0.005314,            0.005314
                 286,            0.046591,            0.067406,            0.014173,             0.89763,             0.90428,             0.92221,             0.56806,            0.044792,            0.071266,            0.019051,           0.0052975,           0.0052975,           0.0052975
                 287,            0.045508,            0.066901,            0.014192,             0.91655,             0.88406,             0.91754,             0.54649,            0.045859,            0.072574,            0.019654,            0.005281,            0.005281,            0.005281
                 288,            0.048034,            0.065328,            0.014831,             0.90351,             0.87778,             0.91064,             0.50738,            0.048061,            0.074191,            0.020212,           0.0052645,           0.0052645,           0.0052645
                 289,            0.046005,            0.066788,            0.013998,             0.89806,             0.89256,             0.91773,             0.53475,            0.046693,            0.073377,            0.019352,            0.005248,            0.005248,            0.005248
                 290,             0.04582,            0.064587,            0.013674,             0.89061,             0.89987,             0.91797,               0.533,              0.0453,            0.073037,            0.017783,           0.0052315,           0.0052315,           0.0052315
                 291,            0.044149,            0.065888,            0.013717,              0.8919,             0.90113,             0.92106,             0.53344,            0.044613,            0.073903,            0.018329,            0.005215,            0.005215,            0.005215
                 292,            0.044801,            0.064764,            0.013349,             0.89289,             0.89693,             0.92399,             0.52273,            0.046298,            0.072942,            0.018452,           0.0051985,           0.0051985,           0.0051985
                 293,            0.045384,            0.065723,            0.012954,              0.8927,             0.89169,             0.92386,             0.53122,            0.045147,            0.071894,            0.016468,            0.005182,            0.005182,            0.005182
                 294,             0.04725,            0.068232,            0.014905,             0.89573,             0.88306,             0.91875,             0.54659,            0.044227,            0.071044,             0.01609,           0.0051655,           0.0051655,           0.0051655
                 295,            0.045139,            0.066615,            0.014253,             0.89412,               0.885,             0.91799,             0.52415,            0.044331,            0.073192,            0.013654,            0.005149,            0.005149,            0.005149
                 296,            0.046241,            0.066955,             0.01414,             0.89405,             0.88138,             0.91433,               0.528,            0.045386,            0.074529,            0.015617,           0.0051325,           0.0051325,           0.0051325
                 297,            0.043313,            0.063384,            0.012884,             0.90486,             0.87408,             0.91239,             0.51888,            0.042684,            0.074983,            0.015598,            0.005116,            0.005116,            0.005116
                 298,            0.045352,            0.063613,            0.013787,               0.915,             0.87346,             0.91744,             0.51902,            0.041435,            0.075492,            0.015502,           0.0050995,           0.0050995,           0.0050995
                 299,            0.043511,            0.061604,            0.013218,             0.91724,             0.87275,             0.91899,             0.51156,            0.040239,            0.076513,            0.018831,            0.005083,            0.005083,            0.005083
                 300,            0.043791,            0.064089,            0.012617,             0.89802,             0.88279,             0.91414,             0.51167,            0.040025,            0.075825,            0.020292,           0.0050665,           0.0050665,           0.0050665
                 301,            0.044385,            0.063885,            0.013382,             0.89563,             0.87985,             0.90765,             0.52368,            0.042782,            0.075873,            0.020435,             0.00505,             0.00505,             0.00505
                 302,            0.045466,            0.065569,            0.013431,             0.89497,             0.88647,             0.91569,             0.52335,            0.046543,            0.075628,            0.019927,           0.0050335,           0.0050335,           0.0050335
                 303,            0.044705,            0.063192,            0.013692,             0.88436,             0.89291,             0.90829,              0.5348,            0.045558,            0.073393,            0.019744,            0.005017,            0.005017,            0.005017
                 304,             0.04479,            0.063593,            0.013919,             0.88599,             0.89002,             0.91274,              0.5225,            0.044012,            0.073755,            0.018733,           0.0050005,           0.0050005,           0.0050005
                 305,            0.044244,             0.06533,            0.013964,             0.87931,             0.90004,             0.91885,             0.50047,            0.045016,            0.076055,            0.018415,            0.004984,            0.004984,            0.004984
                 306,            0.045987,            0.064777,             0.01428,             0.89545,             0.89254,             0.92281,             0.51762,            0.044663,            0.074213,            0.017488,           0.0049675,           0.0049675,           0.0049675
                 307,            0.045859,            0.065898,            0.014016,             0.90092,             0.88705,             0.92355,             0.53912,            0.041897,            0.071817,            0.014974,            0.004951,            0.004951,            0.004951
                 308,            0.046594,            0.062547,              0.0138,             0.88334,             0.88339,             0.91516,             0.54776,             0.04192,            0.070698,            0.018203,           0.0049345,           0.0049345,           0.0049345
                 309,            0.046023,            0.063514,            0.014426,             0.90058,             0.87176,             0.91081,             0.53221,            0.041169,            0.073374,            0.018028,            0.004918,            0.004918,            0.004918
                 310,            0.044772,            0.067104,            0.013641,             0.89911,              0.8829,             0.91153,             0.52492,            0.040742,            0.074464,            0.016434,           0.0049015,           0.0049015,           0.0049015
                 311,            0.045947,            0.066032,            0.013986,              0.8991,             0.89591,             0.91537,             0.51133,            0.041107,            0.076851,            0.014872,            0.004885,            0.004885,            0.004885
                 312,            0.045157,            0.063201,             0.01243,             0.91031,             0.89135,             0.91758,              0.5111,            0.042738,            0.076118,            0.014938,           0.0048685,           0.0048685,           0.0048685
                 313,            0.043229,            0.063614,            0.012862,             0.91287,             0.89103,              0.9208,             0.53408,            0.044101,            0.074161,            0.015996,            0.004852,            0.004852,            0.004852
                 314,            0.045057,            0.067823,            0.013493,             0.90939,             0.89404,             0.92344,             0.54477,            0.044024,            0.073243,            0.016254,           0.0048355,           0.0048355,           0.0048355
                 315,            0.045726,            0.065564,            0.013988,             0.91216,             0.88977,             0.92478,             0.52686,            0.044147,            0.074377,            0.015322,            0.004819,            0.004819,            0.004819
                 316,            0.042686,            0.064244,            0.012214,              0.9014,              0.8944,             0.92148,             0.53698,            0.045039,            0.076028,            0.017189,           0.0048025,           0.0048025,           0.0048025
                 317,            0.043961,            0.066384,            0.013443,             0.90675,             0.88375,              0.9231,             0.53834,            0.046303,            0.075783,             0.01851,            0.004786,            0.004786,            0.004786
                 318,            0.044652,            0.064058,            0.013587,             0.91337,              0.8782,             0.91797,             0.52677,            0.044561,            0.075505,            0.016562,           0.0047695,           0.0047695,           0.0047695
                 319,            0.044395,            0.063489,             0.01385,             0.89805,             0.89833,             0.91964,              0.5493,            0.044222,            0.071911,            0.017864,            0.004753,            0.004753,            0.004753
                 320,            0.045116,            0.063696,            0.013761,             0.91581,             0.87338,             0.92145,             0.55596,            0.044221,            0.072964,            0.019612,           0.0047365,           0.0047365,           0.0047365
                 321,            0.043957,            0.064488,            0.013492,             0.91706,             0.88318,              0.9192,             0.55178,            0.043243,            0.073498,            0.017721,             0.00472,             0.00472,             0.00472
                 322,             0.04515,            0.062241,            0.013689,             0.92341,             0.87914,             0.92245,             0.56024,            0.042293,            0.071556,            0.014701,           0.0047035,           0.0047035,           0.0047035
                 323,            0.041798,            0.061208,            0.012611,             0.90717,             0.88406,             0.91914,             0.55277,             0.04291,            0.071938,            0.013939,            0.004687,            0.004687,            0.004687
                 324,            0.045082,            0.066586,            0.013731,             0.89384,              0.8989,               0.922,             0.55252,            0.043256,            0.072791,            0.013549,           0.0046705,           0.0046705,           0.0046705
                 325,            0.045375,            0.064792,            0.013711,             0.90385,             0.88121,             0.91514,             0.53741,            0.041922,            0.074658,            0.012184,            0.004654,            0.004654,            0.004654
                 326,            0.043347,            0.061418,            0.013094,             0.91781,             0.87411,             0.90919,             0.51346,            0.042501,             0.07584,            0.012638,           0.0046375,           0.0046375,           0.0046375
                 327,            0.044821,            0.063147,            0.013173,             0.91591,             0.87893,             0.91533,             0.51039,            0.040947,            0.077129,            0.012789,            0.004621,            0.004621,            0.004621
                 328,            0.044302,             0.06632,            0.012924,             0.91532,             0.88071,             0.92093,              0.5301,            0.039778,            0.074959,            0.013365,           0.0046045,           0.0046045,           0.0046045
                 329,            0.042059,            0.063445,            0.012638,             0.91319,             0.88903,             0.92368,             0.55179,             0.03888,            0.071897,            0.012676,            0.004588,            0.004588,            0.004588
