               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  15,            0.065675,            0.094103,            0.058087,             0.51569,             0.40751,             0.17265,            0.084133,            0.053627,            0.075749,            0.046438,            0.009769,            0.009769,            0.009769
                  16,            0.067494,            0.088962,            0.057892,             0.40586,              0.4596,             0.15965,            0.070345,            0.055692,            0.078218,            0.046321,           0.0097525,           0.0097525,           0.0097525
                  17,             0.06839,            0.089655,             0.05802,             0.39949,             0.47671,             0.17857,            0.059613,            0.060559,            0.075736,            0.045995,            0.009736,            0.009736,            0.009736
                  18,            0.065979,            0.088359,            0.057481,             0.54479,             0.36603,              0.1751,            0.063854,            0.059637,            0.080743,            0.045893,           0.0097195,           0.0097195,           0.0097195
                  19,            0.065791,            0.088312,             0.05748,             0.57322,              0.3879,             0.22019,            0.098086,            0.050242,            0.075456,             0.04567,            0.009703,            0.009703,            0.009703
                  20,            0.066323,            0.092504,             0.05741,             0.55741,             0.44678,             0.25479,             0.11699,            0.051827,             0.07219,              0.0454,           0.0096865,           0.0096865,           0.0096865
                  21,            0.064386,            0.087968,            0.057649,             0.59446,             0.40817,             0.25711,             0.09955,            0.049755,            0.074367,            0.045339,             0.00967,             0.00967,             0.00967
                  22,            0.061834,            0.087479,            0.056921,             0.57904,             0.41639,             0.25067,             0.11458,            0.049378,            0.073299,            0.045044,           0.0096535,           0.0096535,           0.0096535
                  23,            0.063347,            0.089877,            0.056402,             0.62799,             0.32585,             0.24115,             0.11813,            0.050395,            0.072097,            0.044754,            0.009637,            0.009637,            0.009637
                  24,            0.065376,            0.085732,            0.056252,             0.64287,             0.34112,             0.26415,             0.13018,            0.051037,            0.073343,            0.044545,           0.0096205,           0.0096205,           0.0096205
                  25,             0.06047,            0.083174,            0.055869,             0.60086,             0.32464,             0.25362,            0.095704,            0.058115,            0.073192,            0.044118,            0.009604,            0.009604,            0.009604
                  26,            0.063211,            0.084523,            0.055621,             0.62905,              0.3253,             0.26843,             0.10309,            0.055868,            0.071743,            0.043772,           0.0095875,           0.0095875,           0.0095875
                  27,            0.059853,            0.084225,            0.055588,             0.64896,             0.33877,             0.30339,               0.162,            0.045728,            0.071068,            0.043406,            0.009571,            0.009571,            0.009571
                  28,            0.059639,            0.084682,             0.05505,             0.62961,             0.33998,             0.31484,             0.17356,            0.045376,            0.071415,            0.043106,           0.0095545,           0.0095545,           0.0095545
                  29,            0.058404,            0.083501,            0.054798,             0.62925,              0.3598,             0.32679,             0.16619,            0.052853,            0.071674,            0.042684,            0.009538,            0.009538,            0.009538
                  30,            0.061098,            0.088673,            0.054178,             0.65076,             0.35958,             0.33044,              0.1396,            0.055461,            0.073836,             0.04245,           0.0095215,           0.0095215,           0.0095215
                  31,            0.058698,            0.078758,            0.053922,             0.66955,             0.35508,             0.34505,              0.1427,            0.054195,            0.073299,            0.041982,            0.009505,            0.009505,            0.009505
                  32,            0.060079,            0.082269,            0.052687,             0.64872,             0.35268,             0.35211,             0.15822,            0.055012,            0.072918,            0.041659,           0.0094885,           0.0094885,           0.0094885
                  33,             0.05854,            0.083465,            0.053436,             0.71487,             0.34812,             0.38755,             0.20142,            0.049377,            0.070316,            0.040983,            0.009472,            0.009472,            0.009472
                  34,            0.059309,            0.082002,            0.053186,             0.64482,             0.36896,             0.39849,             0.20478,            0.050006,            0.071092,            0.040459,           0.0094555,           0.0094555,           0.0094555
                  35,             0.05922,            0.086942,            0.052667,              0.6438,             0.37724,             0.39346,             0.21462,            0.048921,              0.0711,            0.039925,            0.009439,            0.009439,            0.009439
                  36,            0.059382,            0.081805,            0.052193,             0.67699,             0.38449,             0.39289,             0.21793,            0.049278,            0.070892,            0.039655,           0.0094225,           0.0094225,           0.0094225
                  37,            0.057943,            0.082465,             0.05177,             0.66223,             0.38911,              0.3993,             0.19829,            0.049974,            0.071541,            0.039152,            0.009406,            0.009406,            0.009406
                  38,             0.05987,            0.082224,            0.051302,             0.65709,             0.39089,             0.40375,             0.18313,            0.050021,            0.072634,            0.038704,           0.0093895,           0.0093895,           0.0093895
                  39,            0.058516,            0.083554,            0.050975,             0.56344,             0.41697,             0.41593,             0.20217,            0.049716,            0.070708,            0.038027,            0.009373,            0.009373,            0.009373
                  40,             0.05665,            0.084072,            0.050719,             0.52965,              0.4263,             0.39706,             0.17326,            0.054089,             0.07305,            0.037626,           0.0093565,           0.0093565,           0.0093565
                  41,            0.059486,            0.082589,             0.04913,              0.5411,             0.42825,             0.41463,             0.23005,            0.042611,             0.07188,             0.03729,             0.00934,             0.00934,             0.00934
                  42,            0.059444,            0.078969,            0.049407,             0.58702,             0.43554,             0.43676,             0.24996,            0.038345,            0.068779,            0.037003,           0.0093235,           0.0093235,           0.0093235
                  43,            0.056582,            0.081738,             0.04975,             0.72318,             0.41374,             0.44719,             0.23878,            0.044509,            0.075134,            0.036593,            0.009307,            0.009307,            0.009307
                  44,            0.057996,            0.078898,            0.049185,             0.60464,             0.41233,             0.44781,             0.23662,            0.046918,            0.072021,            0.036214,           0.0092905,           0.0092905,           0.0092905
                  45,            0.056845,            0.080623,            0.048501,             0.60708,             0.39933,             0.45239,             0.21866,            0.051193,            0.071908,            0.035957,            0.009274,            0.009274,            0.009274
                  46,            0.059638,            0.084325,            0.048254,             0.60955,             0.40242,             0.44758,             0.19029,            0.058156,            0.073319,            0.035789,           0.0092575,           0.0092575,           0.0092575
                  47,            0.057566,            0.078381,            0.047699,             0.72159,             0.39758,             0.45439,              0.2091,             0.05361,            0.074099,             0.03539,            0.009241,            0.009241,            0.009241
                  48,             0.05711,            0.082315,            0.047444,             0.72196,             0.39446,             0.47293,             0.23831,            0.048833,             0.07113,            0.035255,           0.0092245,           0.0092245,           0.0092245
                  49,            0.057803,            0.083118,             0.04712,             0.82403,             0.35556,             0.48599,             0.27954,            0.044067,            0.072037,            0.035123,            0.009208,            0.009208,            0.009208
                  50,            0.057603,            0.081717,            0.046144,             0.80821,             0.36152,             0.47519,             0.27163,            0.046501,            0.071411,            0.035141,           0.0091915,           0.0091915,           0.0091915
                  51,            0.057743,             0.07945,            0.046705,             0.83743,             0.35987,             0.49948,             0.26693,            0.045748,             0.07078,            0.034673,            0.009175,            0.009175,            0.009175
                  52,            0.057157,            0.078978,            0.046363,             0.83729,             0.35897,             0.50131,             0.26171,             0.04553,            0.070046,            0.034004,           0.0091585,           0.0091585,           0.0091585
                  53,            0.055887,            0.079853,            0.044472,             0.84433,             0.35918,             0.52118,             0.23714,            0.052419,             0.07223,            0.033796,            0.009142,            0.009142,            0.009142
                  54,            0.056652,            0.083155,            0.045812,             0.85823,             0.36596,             0.54142,             0.23292,            0.051117,            0.072507,            0.033768,           0.0091255,           0.0091255,           0.0091255
                  55,            0.057206,            0.081737,            0.044712,             0.43666,             0.63431,             0.56557,              0.3243,            0.044478,            0.069196,            0.033704,            0.009109,            0.009109,            0.009109
                  56,            0.058242,            0.080297,            0.044649,             0.43753,             0.59698,             0.57225,             0.32388,            0.043761,            0.069777,            0.033638,           0.0090925,           0.0090925,           0.0090925
                  57,             0.05672,            0.077756,            0.043853,             0.32948,             0.59566,             0.58539,             0.33705,            0.041083,            0.069703,            0.033045,            0.009076,            0.009076,            0.009076
                  58,            0.056902,            0.078055,            0.043211,              0.3151,             0.59602,             0.58819,             0.33802,            0.042092,            0.072269,            0.032898,           0.0090595,           0.0090595,           0.0090595
                  59,            0.055367,             0.07913,            0.043218,             0.41158,             0.60183,             0.61245,             0.35293,            0.042161,            0.069599,            0.032944,            0.009043,            0.009043,            0.009043
                  60,            0.055938,            0.078872,            0.043081,             0.47202,             0.62603,             0.61187,             0.32249,            0.046067,            0.069884,            0.032687,           0.0090265,           0.0090265,           0.0090265
                  61,            0.056077,             0.07938,            0.042469,             0.49383,             0.64622,             0.62687,             0.34143,            0.048107,            0.070895,             0.03259,             0.00901,             0.00901,             0.00901
                  62,            0.056805,            0.079878,            0.041674,             0.53363,             0.62763,             0.63716,              0.3265,            0.049312,             0.07161,            0.032232,           0.0089935,           0.0089935,           0.0089935
                  63,            0.053206,            0.078113,            0.041405,             0.50368,             0.64581,             0.64451,              0.3615,             0.04767,            0.068937,            0.031965,            0.008977,            0.008977,            0.008977
                  64,            0.056222,            0.078435,            0.040947,             0.54316,              0.6304,             0.65055,             0.35793,            0.045369,            0.070467,            0.031853,           0.0089605,           0.0089605,           0.0089605
                  65,            0.055246,            0.077245,            0.041063,              0.5029,              0.6997,             0.66221,               0.275,            0.048665,            0.074706,            0.031202,            0.008944,            0.008944,            0.008944
                  66,            0.055737,             0.07373,            0.040215,              0.5377,             0.65634,             0.64775,             0.28588,            0.051188,            0.073866,            0.031011,           0.0089275,           0.0089275,           0.0089275
                  67,            0.056041,            0.081823,            0.040281,             0.54169,             0.66086,             0.66199,             0.35935,             0.04264,            0.071626,            0.031192,            0.008911,            0.008911,            0.008911
                  68,            0.055707,            0.081449,             0.04014,             0.55206,             0.65274,             0.66712,             0.37751,            0.039493,            0.071461,            0.030357,           0.0088945,           0.0088945,           0.0088945
                  69,            0.054364,            0.079405,            0.037765,             0.58671,             0.65077,             0.67121,             0.34615,            0.039672,            0.073565,            0.029694,            0.008878,            0.008878,            0.008878
                  70,            0.057278,            0.080317,             0.03985,             0.57213,             0.66185,             0.66918,             0.31653,            0.039677,            0.071049,            0.029015,           0.0088615,           0.0088615,           0.0088615
                  71,            0.052679,             0.07893,            0.037696,             0.57767,             0.66029,             0.67771,              0.3523,             0.03693,            0.068439,             0.02874,            0.008845,            0.008845,            0.008845
                  72,            0.056906,            0.081923,            0.039195,             0.55051,             0.65485,             0.65691,             0.30701,            0.043308,            0.071376,            0.028788,           0.0088285,           0.0088285,           0.0088285
                  73,            0.055979,            0.079042,            0.037052,             0.63139,             0.67631,             0.68498,             0.30088,            0.045038,            0.072563,            0.028315,            0.008812,            0.008812,            0.008812
                  74,             0.05699,            0.078956,            0.037552,             0.62672,             0.65347,             0.68366,             0.29913,            0.046616,            0.074463,            0.029421,           0.0087955,           0.0087955,           0.0087955
                  75,            0.055486,            0.077969,            0.037229,             0.67415,             0.67044,             0.70369,             0.31722,            0.046344,            0.072717,            0.028887,            0.008779,            0.008779,            0.008779
                  76,            0.056782,            0.080212,            0.036716,             0.69218,              0.6344,             0.69152,             0.27394,            0.049281,            0.075931,            0.028043,           0.0087625,           0.0087625,           0.0087625
                  77,            0.054856,            0.077829,            0.036547,             0.70811,             0.65383,             0.71894,             0.36877,            0.044677,            0.069941,            0.028926,            0.008746,            0.008746,            0.008746
                  78,            0.057531,            0.077037,            0.036709,             0.72538,             0.65928,             0.72724,             0.33565,            0.048164,            0.073012,            0.027541,           0.0087295,           0.0087295,           0.0087295
                  79,            0.055502,            0.077149,            0.036429,             0.72189,             0.65956,             0.72516,             0.40973,            0.048111,            0.069544,            0.026146,            0.008713,            0.008713,            0.008713
                  80,            0.057337,            0.074365,            0.035951,             0.71231,             0.66042,             0.73576,             0.40641,            0.048528,            0.071378,            0.025623,           0.0086965,           0.0086965,           0.0086965
                  81,             0.05321,            0.076162,              0.0346,             0.72594,             0.65808,             0.74185,             0.41281,            0.038834,            0.070742,            0.025166,             0.00868,             0.00868,             0.00868
                  82,            0.054173,            0.077591,            0.034204,             0.76076,             0.63744,             0.76046,             0.42645,            0.038515,            0.069871,            0.024883,           0.0086635,           0.0086635,           0.0086635
                  83,            0.056287,            0.076265,            0.034333,             0.71499,             0.65543,             0.75517,             0.44801,            0.036459,            0.068163,            0.024649,            0.008647,            0.008647,            0.008647
                  84,            0.055405,            0.077911,            0.034355,             0.73018,             0.66627,             0.76054,             0.45803,            0.034306,            0.068816,            0.023849,           0.0086305,           0.0086305,           0.0086305
                  85,            0.052941,            0.075367,            0.033792,             0.77949,             0.62933,             0.76211,             0.44469,            0.036967,             0.06951,            0.024953,            0.008614,            0.008614,            0.008614
                  86,            0.056228,            0.080511,            0.034202,             0.77072,             0.63329,             0.75763,             0.42573,            0.045895,            0.071725,            0.025847,           0.0085975,           0.0085975,           0.0085975
                  87,            0.051926,            0.074258,            0.032792,             0.76346,             0.68546,             0.77748,             0.40499,            0.042128,            0.072374,            0.024947,            0.008581,            0.008581,            0.008581
                  88,            0.054342,            0.078336,            0.033506,             0.77608,             0.67158,             0.77614,             0.37285,            0.045679,            0.074284,            0.024888,           0.0085645,           0.0085645,           0.0085645
                  89,            0.052881,            0.077289,            0.031897,             0.78355,             0.67728,             0.79403,             0.41354,             0.04413,            0.072118,            0.025808,            0.008548,            0.008548,            0.008548
                  90,             0.05569,            0.075601,            0.032631,             0.82437,             0.64975,             0.79651,             0.38234,             0.04555,            0.073781,            0.025846,           0.0085315,           0.0085315,           0.0085315
                  91,            0.055747,            0.077236,            0.032705,             0.70925,             0.65371,             0.79857,             0.38119,            0.048368,             0.07339,            0.026459,            0.008515,            0.008515,            0.008515
                  92,            0.055978,            0.073575,            0.032591,             0.77104,             0.68983,             0.81059,             0.40769,            0.051033,            0.072075,               0.026,           0.0084985,           0.0084985,           0.0084985
                  93,            0.052717,            0.073263,            0.031656,             0.79132,             0.69868,              0.8121,             0.41018,            0.054246,            0.072987,            0.025384,            0.008482,            0.008482,            0.008482
                  94,            0.056086,            0.077065,            0.032289,             0.79606,             0.70083,             0.82323,             0.46079,            0.049615,            0.072774,            0.025402,           0.0084655,           0.0084655,           0.0084655
                  95,            0.054707,            0.078665,            0.030625,             0.81225,             0.68129,             0.81724,             0.45636,              0.0487,            0.073982,            0.026148,            0.008449,            0.008449,            0.008449
                  96,            0.053574,             0.07502,             0.03102,             0.71043,             0.75789,             0.82454,             0.46123,            0.046256,            0.072772,            0.025416,           0.0084325,           0.0084325,           0.0084325
                  97,            0.053246,            0.078137,            0.031217,             0.75594,             0.74442,             0.83419,             0.41506,            0.049409,            0.072476,             0.02476,            0.008416,            0.008416,            0.008416
                  98,            0.055852,             0.07637,            0.030368,             0.74002,             0.75754,             0.84056,             0.43247,            0.049383,            0.073207,            0.024026,           0.0083995,           0.0083995,           0.0083995
                  99,            0.052746,            0.076882,            0.030113,             0.74877,             0.74488,             0.83606,             0.45406,            0.041571,            0.073398,            0.022765,            0.008383,            0.008383,            0.008383
                 100,            0.055848,            0.075508,            0.029602,             0.72049,             0.75881,             0.83385,             0.41745,            0.042188,            0.073194,            0.022451,           0.0083665,           0.0083665,           0.0083665
                 101,             0.05438,            0.076166,            0.029245,             0.74837,             0.75875,             0.84348,             0.41122,            0.046742,            0.073046,            0.022156,             0.00835,             0.00835,             0.00835
                 102,            0.055034,            0.075593,            0.029001,             0.72127,             0.77941,             0.84284,             0.46075,            0.041181,            0.070702,            0.021938,           0.0083335,           0.0083335,           0.0083335
                 103,            0.055796,            0.077525,             0.03024,             0.73195,             0.77452,             0.84228,             0.46008,             0.03856,            0.072678,            0.020917,            0.008317,            0.008317,            0.008317
                 104,            0.053623,            0.075219,            0.028196,             0.76334,             0.79194,             0.85113,             0.37728,            0.042105,            0.076909,            0.019519,           0.0083005,           0.0083005,           0.0083005
                 105,             0.05246,             0.07613,             0.02819,             0.82142,             0.78047,             0.86151,             0.45445,            0.040504,            0.073063,            0.019957,            0.008284,            0.008284,            0.008284
                 106,            0.054408,             0.07634,            0.028257,             0.81894,             0.77747,             0.85769,             0.43208,            0.043259,            0.074054,            0.021554,           0.0082675,           0.0082675,           0.0082675
                 107,            0.056319,            0.076256,            0.028285,             0.84354,             0.77588,             0.86192,             0.47406,            0.042863,            0.072262,            0.022402,            0.008251,            0.008251,            0.008251
                 108,            0.053821,            0.074971,            0.027363,             0.84623,             0.78893,             0.87362,             0.44779,            0.042922,            0.074142,            0.022353,           0.0082345,           0.0082345,           0.0082345
                 109,            0.053492,            0.073494,            0.028103,             0.83634,             0.80008,             0.87159,             0.48876,             0.03716,            0.072348,            0.020959,            0.008218,            0.008218,            0.008218
                 110,            0.051417,            0.075504,            0.026718,             0.84114,             0.79941,             0.87305,             0.50119,             0.03658,            0.071288,            0.019868,           0.0082015,           0.0082015,           0.0082015
                 111,             0.05408,            0.074792,            0.027115,             0.85716,             0.79565,             0.87234,             0.45358,            0.039975,            0.072907,            0.019721,            0.008185,            0.008185,            0.008185
                 112,             0.05347,            0.071097,            0.026671,             0.84634,             0.80663,             0.86539,             0.43691,            0.041595,            0.074651,            0.020287,           0.0081685,           0.0081685,           0.0081685
                 113,            0.052468,            0.072604,            0.025017,             0.85614,             0.82213,             0.87581,             0.48463,            0.038625,            0.071709,            0.019979,            0.008152,            0.008152,            0.008152
                 114,            0.053103,            0.073238,            0.025389,             0.87559,             0.82133,             0.88082,             0.48544,            0.038262,            0.072601,            0.019644,           0.0081355,           0.0081355,           0.0081355
                 115,            0.052163,            0.073943,            0.025611,             0.85889,             0.81867,             0.88089,             0.49887,            0.038196,            0.070854,            0.019077,            0.008119,            0.008119,            0.008119
                 116,             0.05184,            0.074278,             0.02376,             0.86863,             0.82216,             0.88692,              0.4884,             0.04132,            0.071199,            0.020069,           0.0081025,           0.0081025,           0.0081025
                 117,            0.052025,            0.075409,             0.02416,             0.87719,             0.81502,             0.87581,             0.51149,            0.042069,            0.072369,            0.021548,            0.008086,            0.008086,            0.008086
                 118,            0.054686,            0.075394,            0.025021,             0.87378,             0.83071,             0.89267,             0.52466,            0.038248,            0.068725,            0.021061,           0.0080695,           0.0080695,           0.0080695
                 119,            0.053653,            0.075049,            0.024799,             0.87881,              0.8163,             0.88567,             0.48882,            0.046318,            0.070095,            0.021552,            0.008053,            0.008053,            0.008053
                 120,            0.053918,             0.07754,            0.023692,             0.88613,             0.83616,             0.89284,             0.46276,            0.046387,             0.07194,            0.020372,           0.0080365,           0.0080365,           0.0080365
                 121,            0.051821,             0.07469,            0.022647,             0.88639,             0.82609,             0.88537,             0.44549,            0.044685,            0.074501,            0.018925,             0.00802,             0.00802,             0.00802
                 122,            0.052701,            0.073754,            0.023489,             0.88294,             0.81805,             0.88582,             0.46543,             0.04195,             0.07325,            0.019599,           0.0080035,           0.0080035,           0.0080035
                 123,            0.052018,            0.070771,            0.022981,             0.88509,              0.8322,             0.89507,             0.53237,            0.040264,            0.069788,              0.0204,            0.007987,            0.007987,            0.007987
                 124,            0.053244,             0.07444,            0.024204,             0.87228,             0.83954,             0.90137,             0.53183,            0.040741,            0.069981,            0.020131,           0.0079705,           0.0079705,           0.0079705
                 125,            0.051539,            0.073853,            0.023177,             0.89371,             0.84754,             0.89905,             0.48163,            0.040583,            0.072284,            0.017462,            0.007954,            0.007954,            0.007954
                 126,            0.054292,            0.074899,            0.023132,             0.90657,             0.83022,             0.89381,             0.46729,            0.041303,            0.072463,            0.017846,           0.0079375,           0.0079375,           0.0079375
                 127,            0.055724,            0.074539,            0.023086,             0.88557,             0.82623,             0.89779,              0.5128,            0.040152,             0.07033,            0.016626,            0.007921,            0.007921,            0.007921
                 128,            0.051846,            0.072952,            0.022188,             0.90048,              0.8261,             0.89628,             0.49504,             0.04108,            0.071893,            0.016263,           0.0079045,           0.0079045,           0.0079045
                 129,            0.052841,            0.072049,            0.022504,               0.883,             0.83865,               0.898,              0.4635,            0.044542,            0.074316,            0.016785,            0.007888,            0.007888,            0.007888
                 130,            0.052512,            0.073973,            0.022033,             0.87932,             0.85468,             0.89713,             0.47468,             0.04369,             0.07209,            0.017504,           0.0078715,           0.0078715,           0.0078715
                 131,            0.051606,            0.069142,            0.021334,             0.88819,             0.82485,             0.89025,              0.5188,            0.039699,            0.070982,            0.018748,            0.007855,            0.007855,            0.007855
                 132,            0.051505,                0.07,            0.022053,              0.8801,             0.83993,             0.89571,             0.50654,            0.041178,            0.071581,            0.017592,           0.0078385,           0.0078385,           0.0078385
                 133,            0.052322,            0.073507,             0.02287,             0.88591,             0.83304,             0.89157,             0.49248,            0.039632,            0.073522,            0.016209,            0.007822,            0.007822,            0.007822
                 134,            0.054526,             0.07397,            0.022714,             0.88131,             0.84922,             0.89752,             0.50719,             0.03728,            0.072891,            0.014879,           0.0078055,           0.0078055,           0.0078055
                 135,            0.051914,            0.074814,            0.021664,             0.88936,             0.83234,             0.89728,             0.45403,            0.042418,            0.074661,            0.015024,            0.007789,            0.007789,            0.007789
                 136,              0.0522,            0.074929,            0.020467,              0.8911,              0.8516,              0.9051,             0.48716,            0.037958,            0.072021,            0.014554,           0.0077725,           0.0077725,           0.0077725
                 137,            0.052733,            0.073475,            0.021299,             0.90454,             0.82058,             0.89415,             0.49933,            0.036884,            0.071555,            0.016913,            0.007756,            0.007756,            0.007756
                 138,            0.052201,            0.073219,            0.022129,             0.88753,             0.84683,             0.89531,             0.47547,            0.039351,            0.073215,            0.017082,           0.0077395,           0.0077395,           0.0077395
                 139,            0.052563,            0.075065,            0.022228,             0.87872,             0.84589,             0.89233,             0.48811,            0.039202,            0.071173,            0.015855,            0.007723,            0.007723,            0.007723
                 140,            0.053266,             0.07119,            0.021709,             0.88668,             0.85027,             0.90245,             0.49936,             0.03776,            0.072048,            0.015594,           0.0077065,           0.0077065,           0.0077065
                 141,            0.051402,            0.073885,            0.020702,             0.91262,             0.83746,             0.90577,             0.51723,            0.036533,            0.069997,            0.016595,             0.00769,             0.00769,             0.00769
                 142,             0.05193,            0.073364,             0.02007,             0.89987,             0.84477,              0.9007,             0.47678,            0.038992,            0.072362,            0.017064,           0.0076735,           0.0076735,           0.0076735
                 143,            0.050862,             0.07469,            0.020612,             0.89309,             0.83719,              0.8951,             0.51376,            0.036336,             0.07012,            0.015563,            0.007657,            0.007657,            0.007657
                 144,             0.05157,            0.074171,             0.01999,             0.88122,              0.8545,             0.89729,             0.52583,            0.036149,            0.069593,            0.015463,           0.0076405,           0.0076405,           0.0076405
                 145,            0.051921,            0.071205,            0.021276,             0.89532,             0.85475,             0.90388,             0.52988,            0.034635,            0.070779,            0.015473,            0.007624,            0.007624,            0.007624
                 146,            0.051053,            0.073773,            0.020051,             0.91264,             0.84549,             0.90177,             0.52049,            0.034852,            0.070861,            0.015319,           0.0076075,           0.0076075,           0.0076075
                 147,            0.052286,            0.070417,            0.020519,             0.90841,             0.83994,             0.89994,             0.52032,             0.03452,            0.071658,            0.017073,            0.007591,            0.007591,            0.007591
                 148,            0.051375,             0.07208,            0.019109,             0.90434,             0.84757,             0.90045,             0.52222,            0.036874,              0.0706,            0.017235,           0.0075745,           0.0075745,           0.0075745
                 149,            0.051977,            0.073367,            0.020542,              0.9144,             0.83148,             0.89878,             0.42942,            0.040307,            0.077254,            0.015949,            0.007558,            0.007558,            0.007558
                 150,            0.053346,            0.071147,            0.019444,             0.90244,             0.84713,             0.89724,             0.43372,            0.039586,            0.077045,            0.014827,           0.0075415,           0.0075415,           0.0075415
                 151,             0.05183,            0.072581,            0.020888,             0.90318,             0.85914,             0.90914,             0.50701,             0.03659,             0.07157,            0.015965,            0.007525,            0.007525,            0.007525
                 152,            0.051226,            0.069788,            0.020121,             0.88946,             0.87467,             0.91065,              0.5067,            0.039829,            0.071025,            0.017126,           0.0075085,           0.0075085,           0.0075085
                 153,            0.052381,            0.072684,            0.020765,             0.89742,             0.86471,             0.90571,             0.53449,            0.042307,            0.070313,            0.016146,            0.007492,            0.007492,            0.007492
                 154,            0.051524,            0.072002,            0.019782,             0.89805,               0.871,             0.90774,             0.52595,            0.042977,            0.070922,            0.015831,           0.0074755,           0.0074755,           0.0074755
                 155,            0.051367,            0.075221,             0.01978,             0.88166,             0.86292,              0.9052,              0.4755,            0.042495,             0.07283,            0.014437,            0.007459,            0.007459,            0.007459
                 156,             0.05261,            0.073867,            0.019513,             0.87372,             0.86253,             0.91368,             0.48584,            0.038298,            0.073574,            0.013598,           0.0074425,           0.0074425,           0.0074425
                 157,            0.049763,             0.07234,            0.018013,              0.9044,             0.84824,              0.9094,             0.52785,            0.035646,            0.072119,            0.015015,            0.007426,            0.007426,            0.007426
                 158,            0.050862,            0.072614,            0.018452,             0.88734,             0.85766,             0.90958,             0.53206,            0.035239,            0.070172,            0.015919,           0.0074095,           0.0074095,           0.0074095
                 159,            0.051338,            0.071251,            0.018812,             0.90743,             0.84282,             0.90186,             0.52499,            0.041658,             0.07094,            0.019681,            0.007393,            0.007393,            0.007393
                 160,            0.052025,            0.070019,            0.018981,             0.90142,             0.84993,             0.90932,             0.53001,            0.039739,            0.071274,            0.019658,           0.0073765,           0.0073765,           0.0073765
                 161,             0.04997,            0.069251,            0.017867,             0.89582,             0.85627,              0.9106,             0.51936,            0.040742,            0.071967,            0.018237,             0.00736,             0.00736,             0.00736
                 162,            0.050991,            0.069467,            0.018101,             0.91065,              0.8512,             0.91058,             0.52894,            0.034933,            0.072442,            0.016719,           0.0073435,           0.0073435,           0.0073435
                 163,            0.049977,            0.074222,            0.017375,              0.8944,             0.87641,             0.91651,             0.53472,            0.034776,            0.070137,            0.015006,            0.007327,            0.007327,            0.007327
